Chausson Pullman,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0
Cartouche HP,0,0,1,1,0,1,0,0,0,0,0,0,0,0,4,0,0
Décoration de Noël,1,0,0,1,1,0,0,0,0,0,0,0,0,0,4,0,0
Seringue MacKesson,0,0,0,0,2,1,1,0,0,0,0,0,0,0,2,0,0
Bouchon Zp,0,0,1,13,4,2,1,2,0,0,0,0,0,0,17,0,4
Téléphone Garfield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Petit phare rouge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
