Chausson Pullman,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Cartouche HP,0,0,0,6,3,2,0,0,0,0,0,1,1,1,0,0,0
Décoration de Noël,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1
Seringue MacKesson,2,0,0,97,24,8,7,4,11,8,4,54,2,4,17,32,55
Bouchon Zp,1,0,0,2,1,0,0,0,0,1,0,0,0,0,1,2,0
Téléphone Garfield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Petit phare rouge,0,0,0,2,2,1,0,0,0,0,0,2,0,0,0,0,0
